Accession	Main product	Biosynthetic class	Organism
BGC0000369	hassallidin C	NRP	Anabaena sp. Syke748
BGC0000369	hassallidin C	Hybrid/tailoring saccharide	Anabaena sp. Syke748
BGC0000302	anabaenopeptin	NRP	Anabaena sp. 90
BGC0000472	anacyclamide A10	Cyanobactin	Anabaena sp. 90
BGC0001016	microcystin	NRP	Anabaena sp. 90
BGC0001016	microcystin	Polyketide	Anabaena sp. 90
BGC0002009	kanglemycin A, kanglemycin V1, kanglemycin V2	Polyketide	Amycolatopsis vancoresmycina
BGC0002007	atolypene A, atolypene B	Terpene	Amycolatopsis tolypomycina
BGC0000208	chelocardin	Polyketide	Amycolatopsis sulphurea
BGC0001471	saalfelduracin	Thiopeptide	Amycolatopsis saalfeldensis
BGC0002023	saalfelduracin	RiPP	Amycolatopsis saalfeldensis
BGC0001459	decaplanin	Glycopeptide	Amycolatopsis regifaucium
BGC0000133	quartromicin A1	Polyketide	Amycolatopsis orientalis
BGC0000455	vancomycin	NRP	Amycolatopsis orientalis HCCB10007
BGC0000203	BE-7585A	Polyketide	Amycolatopsis orientalis subsp. vinearia
BGC0000136	rifamycin	Polyketide	Amycolatopsis mediterranei S699
BGC0000418	ristocetin	NRP	Amycolatopsis lurida
BGC0001955	keratinimicin A, keratinimicin B, keratinimicin C, keratinimicin D	Other	Amycolatopsis keratiniphila
BGC0001461	nogabecin	Glycopeptide	Amycolatopsis keratiniphila subsp. nogabecina
BGC0001841	detoxin P1, detoxin P2, detoxin P3	NRP	Amycolatopsis jejuensis
BGC0001841	detoxin P1, detoxin P2, detoxin P3	Polyketide	Amycolatopsis jejuensis
BGC0000419	ristomycin A	Saccharide	Amycolatopsis japonica
BGC0000419	ristomycin A	Glycopeptide	Amycolatopsis japonica
BGC0001460	decaplanin	Glycopeptide	Amycolatopsis decaplanina DSM 44594
BGC0001462	avoparcin	Glycopeptide	Amycolatopsis coloradensis
BGC0000311	balhimycin	NRP	Amycolatopsis balhimycina DSM 5908
BGC0001211	albachelin	NRP	Amycolatopsis alba DSM 44262
BGC0002011	ansacarbamitocin A	Polyketide	Amycolatopsis alba DSM 44262
BGC0001191	A-102395	Other	Amycolatopsis sp. SANK 60206
BGC0001658	macrotermycins	Polyketide	Amycolatopsis sp. M39
BGC0001504	amycomicin	Polyketide	Amycolatopsis sp. AA4
BGC0001503	amycolamycin A, amycolamycin B	Polyketide	Amycolatopsis sp.
BGC0001759	rifamorpholine A, rifamorpholine B, rifamorpholine C, rifamorpholine D, rifamorpholine E	Polyketide	Amycolatopsis sp.
BGC0000591	marinostatin	Microviridin	Alteromonas sp. B-10-31
BGC0000012	alternapyrone	Polyketide	Alternaria solani
BGC0000146	solanapyrone D	Polyketide	Alternaria solani
BGC0001794	swainsonine	Polyketide	Alternaria oxytropis
BGC0001166	HC-toxin	NRP	Alternaria jesenskae
BGC0000046	depudecin	Iterative type I polyketide	Alternaria brassicicola
BGC0000685	brassicicene C	Terpene	Alternaria brassicicola ATCC 96836
BGC0000003	AF-toxin	Polyketide	Alternaria alternata
BGC0001249	dimethylcoprogen	NRP	Alternaria alternata
BGC0001252	UNII-YC2Q1O94PT	Polyketide	Alternaria alternata
BGC0001254	ACT-Toxin II	Polyketide	Alternaria alternata
BGC0001261	AM-toxin	NRP	Alternaria alternata
BGC0001262	AK-toxin I	Polyketide	Alternaria alternata
BGC0000837	APE Vf	Other	Aliivibrio fischeri ES114
BGC0000650	carotenoid	Terpene	Algoriphagus sp. KK10202C
BGC0001671	monobactam	NRP	Agrobacterium tumefaciens
BGC0001765	salecan	Saccharide	Agrobacterium tumefaciens
BGC0001380	salecan	Saccharide	Agrobacterium sp. ZX09
BGC0000778	lipopolysaccharide	Saccharide	Aeromonas piscicola
BGC0000779	lipopolysaccharide	Saccharide	Aeromonas piscicola
BGC0001502	amonabactin P 750	NRP	Aeromonas hydrophila subsp. hydrophila ATCC 7966
BGC0000054	erythromycin	Polyketide	Aeromicrobium erythreum
BGC0001862	geocillicin	Glycocin	Aeribacillus pallidus
BGC0001930	pallidocin	RiPP	Aeribacillus pallidus
BGC0000020	maytansine, ansamitocin P-3	Polyketide	Actinosynnema pretiosum subsp. auranticum
BGC0000090	macbecin, macbecin II	Polyketide	Actinosynnema pretiosum subsp. pretiosum
BGC0001511	ansamitocin P-3	Polyketide	Actinosynnema pretiosum subsp. pretiosum
BGC0000392	mirubactin	NRP	Actinosynnema mirum DSM 43827
BGC0001485	3-demethylchuangxinmycin	Other	Actinoplanes tsinanensis
BGC0001546	chuangxinmycin	Alkaloid	Actinoplanes tsinanensis
BGC0000440	teicoplanin	Glycopeptide	Actinoplanes teichomyceticus
BGC0000441	teicoplanin	NRP	Actinoplanes teichomyceticus
BGC0001395	teichomycin	Other	Actinoplanes teichomyceticus
BGC0001077	alkyl-O-dihydrogeranyl-methoxyhydroquinones	Terpene	Actinoplanes missouriensis 431
BGC0001077	alkyl-O-dihydrogeranyl-methoxyhydroquinones	Polyketide	Actinoplanes missouriensis 431
BGC0002021	fogacin A, fogacin B, fogacin C	Polyketide	Actinoplanes missouriensis 431
BGC0000495	actagardine	Lanthipeptide	Actinoplanes garbadinensis
BGC0000354	friulimicin A, friulimicin B, friulimicin C, friulimicin D	NRP	Actinoplanes friuliensis
BGC0000691	acarbose	Saccharide	Actinoplanes sp. SE50/110
BGC0001178	UK-68,597	Glycopeptide	Actinoplanes sp. ATCC 53533
BGC0000283	cetoniacytone A	Cyclitol	Actinomyces sp. Lu 9419
BGC0000056	esperamicin	Polyketide	Actinomadura verrucosospora
BGC0000519	labyrinthopeptin A2, labyrinthopeptin A1, labyrinthopeptin A3	Lanthipeptide	Actinomadura namibiensis
BGC0000809	AT2433-A1	Alkaloid	Actinomadura melliaura
BGC0001008	maduropeptin	Iterative type I polyketide	Actinomadura madurae
BGC0001008	maduropeptin	Enediyne type I polyketide	Actinomadura madurae
BGC0000082	kijanimicin	Polyketide	Actinomadura kijaniata
BGC0000256	pradimicin-A	Polyketide	Actinomadura hibisca
BGC0001597	fluvirucin B2	Polyketide	Actinomadura fulva subsp. indica
BGC0001364	cinnamycin B	RiPP	Actinomadura atramentaria DSM 43919
BGC0001443	matlystatin A	NRP	Actinomadura atramentaria DSM 43919
BGC0001443	matlystatin A	Polyketide	Actinomadura atramentaria DSM 43919
BGC0001484	2'-chloropentostatin, 2'-amino-2'-deoxyadenosine	Other	Actinomadura sp. ATCC 39365
BGC0001496	actinokineosin	RiPP	Actinokineospora spheciospongiae
BGC0000608	nocathiacin	Thiopeptide	Actinokineospora fastidiosa
BGC0001513	anthrabenzoxocinone	Polyketide	Actinobacteria bacterium
BGC0002014	pepticinnamin E	NRP	Actinobacteria bacterium OK006
BGC0002014	pepticinnamin E	Polyketide	Actinobacteria bacterium OK006
BGC0000751	capsular polysaccharide	Saccharide	Actinobacillus pleuropneumoniae
BGC0000753	capsular polysaccharide	Saccharide	Actinobacillus pleuropneumoniae
BGC0000752	capsular polysaccharide	Saccharide	Actinobacillus pleuropneumoniae serovar 6 str. Femo
BGC0000966	caerulomycin A	NRP	Actinoalloteichus sp. WH1-2216-6
BGC0000966	caerulomycin A	Polyketide	Actinoalloteichus sp. WH1-2216-6
BGC0001495	actinoallolide A	Polyketide	Actinoallomurus fulvus
BGC0001500	allocyclinone	Polyketide	Actinoallomurus sp. ID145698
BGC0001730	paramagnetoquinone 1, paramagnetoquinone 2	Polyketide	Actinoallomurus sp.
BGC0001923	ascochlorin	Polyketide	Acremonium egyptiacum
BGC0001923	ascochlorin	Terpene	Acremonium egyptiacum
BGC0001924	ascofuranone	Terpene	Acremonium egyptiacum
BGC0000317	cephalosporin C	NRP	Acremonium chrysogenum ATCC 11550
BGC0000760	emulsan	Saccharide	Acinetobacter venetianus RAG-1 = CIP 110063
BGC0000295	acinetoferrin	NRP	Acinetobacter haemolyticus
BGC0001494	acinetodin	RiPP	Acinetobacter gyllenbergii CIP 110306
BGC0000294	acinetobactin	NRP	Acinetobacter baumannii
BGC0001947	K53 capsular polysaccharide	Saccharide	Acinetobacter baumannii
BGC0000352	fimsbactin A	NRP siderophore	Acinetobacter sp. ADP1
BGC0000545	ruminococcin A	Lanthipeptide	[Ruminococcus] gnavus E1
BGC0000997	glidobactin	NRP	[Polyangium] brachysporum
BGC0000997	glidobactin	Polyketide	[Polyangium] brachysporum
BGC0001608	glidopeptin	NRP	[Polyangium] brachysporum
BGC0002003	glidopeptin A	NRP	[Polyangium] brachysporum
BGC0000017	anatoxin-a, homoanatoxin-a	Alkaloid	[Oscillatoria] sp. PCC 6506
BGC0000017	anatoxin-a, homoanatoxin-a	Modular type I polyketide	[Oscillatoria] sp. PCC 6506
BGC0001768	sansalvamide	NRP	[Nectria] haematococca mpVI 77-13-4
BGC0001672	monobactam	NRP	[Flexibacter] sp. ATCC 35103

